household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,risk_score,risk_label,top_drivers
HH0156,-1.893928,29.992841,Nyarugenge,Kimisagara,1,4,2.3,piped,low,low,0.7258,High,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0157,-1.950651,30.036865,Nyarugenge,Nyamirambo,1,1,2.9,protected_well,high,low,0.1326,Low,"['Low household income', 'Unsafe water source', 'High number of children under 5']"
HH0158,-1.996793,30.006055,Nyarugenge,Gitega,1,3,1.7,piped,medium,high,0.1242,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0159,-1.962133,30.118013,Nyarugenge,Gitega,1,5,2.4,piped,low,high,0.2966,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0160,-1.978747,30.095556,Nyarugenge,Kimisagara,0,3,2.8,surface,medium,middle,0.6645,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0161,-1.928751,30.055791,Nyarugenge,Kimisagara,1,2,1.6,protected_well,medium,middle,0.226,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Unsafe water source']"
HH0162,-1.963341,30.021311,Nyarugenge,Kigali,1,0,2.4,piped,medium,low,0.2192,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0163,-1.991036,30.121122,Nyarugenge,Gitega,1,5,1.5,piped,medium,middle,0.2245,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0164,-1.875313,29.987518,Nyarugenge,Kigali,1,0,2.5,piped,low,middle,0.2722,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0165,-1.991882,30.045637,Nyarugenge,Rwezamenyo,1,0,1.7,protected_well,high,middle,0.097,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0166,-2.016157,30.035179,Nyarugenge,Gitega,1,1,2.2,piped,low,middle,0.3368,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0167,-2.007816,29.996452,Nyarugenge,Gitega,1,0,1.2,protected_well,high,low,0.2304,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0168,-1.94083,30.137468,Nyarugenge,Nyamirambo,1,5,3.0,piped,low,low,0.7004,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0169,-1.997745,30.134581,Nyarugenge,Gitega,1,0,3.0,piped,high,low,0.0594,Low,['Low household income']
HH0170,-1.93144,29.998488,Nyarugenge,Rwezamenyo,1,3,2.3,piped,low,middle,0.4101,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0171,-1.959613,30.047043,Nyarugenge,Kigali,1,0,1.9,piped,high,low,0.1163,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0172,-1.952833,30.068869,Nyarugenge,Kigali,1,3,2.2,unprotected_well,low,middle,0.7735,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0173,-2.009858,30.00457,Nyarugenge,Nyamirambo,1,5,2.3,protected_well,medium,middle,0.255,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0174,-1.983812,30.110286,Nyarugenge,Rwezamenyo,1,2,3.0,piped,high,middle,0.0313,Low,"['Low household income', 'High number of children under 5']"
HH0175,-1.877176,30.070636,Nyarugenge,Kigali,0,3,2.3,unprotected_well,low,middle,0.7673,High,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0176,-1.906046,30.114343,Nyarugenge,Kimisagara,1,5,1.6,piped,medium,middle,0.2175,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0177,-1.96531,30.068412,Nyarugenge,Rwezamenyo,1,5,3.2,piped,high,low,0.14,Low,"['Low household income', 'High number of children under 5']"
HH0178,-1.870533,30.132173,Nyarugenge,Rwezamenyo,1,1,2.6,piped,medium,middle,0.0956,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0179,-1.895246,30.055082,Nyarugenge,Nyamirambo,1,3,1.3,piped,medium,low,0.4438,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0180,-1.958181,29.996944,Nyarugenge,Kigali,1,2,2.2,surface,medium,middle,0.6837,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0181,-1.941727,30.052188,Nyarugenge,Rwezamenyo,1,4,1.5,protected_well,high,middle,0.1515,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Unsafe water source']"
HH0182,-2.018585,30.051876,Nyarugenge,Kigali,1,5,2.7,piped,medium,middle,0.1462,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0183,-1.873429,30.042799,Nyarugenge,Kimisagara,1,2,1.7,piped,high,high,0.0668,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0184,-1.923522,30.046644,Nyarugenge,Nyamirambo,1,2,3.2,surface,high,middle,0.3461,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH0185,-1.912072,30.026282,Nyarugenge,Kimisagara,1,2,1.1,piped,medium,low,0.4208,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0186,-2.015428,30.111553,Nyarugenge,Nyamirambo,0,5,1.3,piped,low,low,0.8041,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0187,-2.014901,30.133,Nyarugenge,Rwezamenyo,1,4,2.4,piped,low,middle,0.4438,Medium,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0188,-1.886232,30.091255,Nyarugenge,Nyamirambo,1,2,1.2,piped,high,low,0.196,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0189,-1.937692,30.064959,Nyarugenge,Gitega,1,3,3.0,surface,medium,low,0.78,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0190,-1.963185,30.035856,Nyarugenge,Kigali,1,0,2.4,surface,medium,middle,0.5959,Medium,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0191,-1.927045,29.983628,Nyarugenge,Kigali,1,4,3.3,piped,high,low,0.1193,Low,"['Low household income', 'High number of children under 5']"
HH0192,-1.875212,30.134351,Nyarugenge,Gitega,1,2,2.5,piped,low,high,0.2042,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0193,-1.879008,30.063955,Nyarugenge,Kimisagara,1,0,2.6,piped,high,high,0.0168,Low,['Low meal frequency (< 2 meals/day)']
HH0194,-1.873185,30.033664,Nyarugenge,Gitega,1,1,3.2,piped,medium,middle,0.0765,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0195,-1.938524,30.007249,Nyarugenge,Rwezamenyo,1,5,2.9,piped,high,low,0.1469,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0196,-1.909495,30.00502,Nyarugenge,Rwezamenyo,1,2,2.0,protected_well,medium,middle,0.1978,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0197,-1.955133,30.13717,Nyarugenge,Kigali,0,3,2.3,protected_well,medium,low,0.4876,Medium,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0198,-1.988525,30.080017,Nyarugenge,Rwezamenyo,1,3,2.7,piped,high,high,0.0329,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0199,-1.893446,30.081709,Nyarugenge,Kigali,1,1,1.2,surface,high,low,0.7563,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0200,-1.969372,30.084005,Nyarugenge,Gitega,1,2,2.6,piped,medium,low,0.2689,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0201,-1.907148,30.051554,Nyarugenge,Gitega,1,3,2.5,surface,high,middle,0.4434,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0202,-1.905437,30.12115,Nyarugenge,Gitega,1,4,2.8,protected_well,high,high,0.0585,Low,"['High number of children under 5', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0203,-1.940297,30.119252,Nyarugenge,Kigali,1,1,2.1,piped,low,high,0.2093,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0204,-2.001412,30.021749,Nyarugenge,Gitega,1,1,2.5,protected_well,high,middle,0.0704,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0205,-1.899846,30.097678,Nyarugenge,Gitega,1,0,2.5,piped,medium,middle,0.0897,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0206,-1.996783,30.052798,Nyarugenge,Kimisagara,1,0,2.2,piped,medium,high,0.0768,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0207,-1.954789,30.026474,Nyarugenge,Gitega,1,1,1.8,piped,medium,middle,0.1355,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0208,-1.92212,30.116748,Nyarugenge,Rwezamenyo,1,1,2.2,piped,medium,low,0.2698,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0209,-2.012015,29.980529,Nyarugenge,Kigali,0,3,2.2,unprotected_well,low,low,0.8432,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0210,-1.891142,29.995385,Nyarugenge,Kimisagara,1,4,2.6,piped,high,middle,0.0642,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0211,-1.974704,30.042266,Nyarugenge,Nyamirambo,1,4,3.2,protected_well,medium,low,0.4567,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0212,-1.977592,30.005168,Nyarugenge,Kigali,1,5,2.6,protected_well,low,middle,0.6109,High,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0213,-1.994293,30.006074,Nyarugenge,Rwezamenyo,1,0,2.9,piped,low,middle,0.2378,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0214,-1.894684,30.015641,Nyarugenge,Kigali,1,5,2.9,piped,low,high,0.2535,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0215,-1.900873,30.101496,Nyarugenge,Rwezamenyo,1,5,2.0,surface,high,middle,0.5839,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0216,-1.865948,29.984183,Nyarugenge,Rwezamenyo,1,2,2.6,protected_well,high,high,0.052,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0217,-1.965553,30.008214,Nyarugenge,Nyamirambo,1,0,3.0,piped,medium,high,0.0434,Low,['Poor sanitation']
HH0218,-1.914536,30.135278,Nyarugenge,Kigali,1,2,2.6,piped,high,low,0.1079,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0219,-2.009354,30.052917,Nyarugenge,Nyamirambo,1,5,3.0,piped,low,high,0.2453,Low,"['Poor sanitation', 'High number of children under 5']"
HH0220,-1.879783,30.106435,Nyarugenge,Nyamirambo,1,4,3.1,piped,high,middle,0.0468,Low,"['High number of children under 5', 'Low household income']"
HH0221,-1.98905,30.113467,Nyarugenge,Kigali,1,0,2.3,piped,high,high,0.0289,Low,['Low meal frequency (< 2 meals/day)']
HH0222,-1.99125,30.124783,Nyarugenge,Gitega,1,5,3.1,piped,high,middle,0.0552,Low,"['High number of children under 5', 'Low household income']"
HH0223,-1.925973,30.099595,Nyarugenge,Gitega,1,5,2.1,protected_well,high,high,0.0967,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Unsafe water source']"
HH0224,-1.884731,30.062393,Nyarugenge,Nyamirambo,1,5,2.4,protected_well,low,middle,0.6299,High,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0225,-1.94454,30.058844,Nyarugenge,Kimisagara,1,2,2.0,protected_well,medium,middle,0.1978,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0226,-1.907156,30.086475,Nyarugenge,Nyamirambo,1,0,1.6,piped,medium,low,0.2894,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0227,-1.86753,30.034328,Nyarugenge,Nyamirambo,1,0,3.3,piped,medium,low,0.1715,Low,"['Poor sanitation', 'Low household income']"
HH0228,-1.884914,30.023448,Nyarugenge,Nyamirambo,1,4,2.3,piped,low,high,0.2727,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0229,-1.971103,30.075018,Nyarugenge,Gitega,1,4,2.9,piped,low,low,0.6838,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0230,-1.934836,30.057297,Nyarugenge,Gitega,1,1,2.9,protected_well,high,high,0.0326,Low,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0231,-2.016859,30.097953,Nyarugenge,Gitega,1,5,3.4,piped,low,high,0.2453,Low,"['Poor sanitation', 'High number of children under 5']"
HH0232,-1.939993,30.102683,Nyarugenge,Nyamirambo,1,2,1.5,unprotected_well,medium,low,0.7492,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Poor sanitation']"
HH0233,-1.905961,30.063058,Nyarugenge,Kimisagara,1,2,2.6,piped,high,low,0.1079,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0234,-1.89512,30.03393,Nyarugenge,Gitega,1,4,3.3,piped,medium,high,0.0749,Low,"['Poor sanitation', 'High number of children under 5']"
HH0235,-1.997938,30.011884,Nyarugenge,Kigali,1,4,1.8,piped,low,low,0.7581,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0236,-2.003793,30.110361,Nyarugenge,Kigali,1,5,1.2,piped,high,low,0.2805,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0237,-1.91096,30.049583,Nyarugenge,Kigali,1,1,2.3,protected_well,medium,low,0.3981,Medium,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0238,-2.000435,30.017416,Nyarugenge,Rwezamenyo,1,3,1.7,piped,high,low,0.1843,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0239,-1.975774,30.01266,Nyarugenge,Nyamirambo,1,5,2.9,piped,medium,low,0.3606,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0240,-1.936314,30.077498,Nyarugenge,Kigali,1,0,2.1,unprotected_well,high,middle,0.1591,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0241,-2.013149,30.049494,Nyarugenge,Nyamirambo,1,3,2.9,protected_well,high,middle,0.0708,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH0242,-1.98707,30.11076,Nyarugenge,Kigali,1,4,3.0,piped,high,middle,0.0468,Low,"['High number of children under 5', 'Low household income']"
HH0243,-1.94631,30.062585,Nyarugenge,Kimisagara,1,0,3.4,protected_well,high,middle,0.0403,Low,"['Unsafe water source', 'Low household income']"
HH0244,-1.87753,30.056961,Nyarugenge,Nyamirambo,1,3,2.5,protected_well,high,middle,0.0894,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0245,-2.024909,30.047111,Nyarugenge,Kigali,1,2,1.7,surface,high,high,0.2968,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0246,-1.874428,30.004778,Nyarugenge,Gitega,1,1,1.8,protected_well,high,middle,0.1019,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0247,-1.880073,30.058034,Nyarugenge,Nyamirambo,1,1,2.0,piped,medium,middle,0.1253,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0248,-1.984931,30.020059,Nyarugenge,Rwezamenyo,1,4,2.1,protected_well,low,high,0.4197,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0249,-1.875731,30.010618,Nyarugenge,Gitega,1,2,3.2,surface,low,middle,0.8096,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0250,-1.867393,30.122977,Nyarugenge,Gitega,1,3,3.5,protected_well,high,middle,0.0663,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH0251,-1.923133,30.043332,Nyarugenge,Rwezamenyo,1,0,2.5,piped,high,middle,0.0375,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0252,-1.888917,30.049405,Nyarugenge,Gitega,1,3,1.9,piped,high,high,0.0656,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0253,-1.92006,30.022005,Nyarugenge,Gitega,1,5,1.9,protected_well,medium,high,0.1814,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0254,-2.000136,30.075051,Nyarugenge,Kigali,1,1,3.2,piped,medium,high,0.0507,Low,"['Poor sanitation', 'High number of children under 5']"
HH0255,-1.996423,30.122625,Nyarugenge,Kigali,1,3,1.0,piped,high,low,0.2358,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0256,-1.929092,30.130504,Nyarugenge,Nyamirambo,1,5,2.9,piped,high,middle,0.0596,Low,"['High number of children under 5', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0257,-1.968646,30.091825,Nyarugenge,Nyamirambo,1,4,1.6,piped,high,middle,0.1088,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0258,-1.895317,30.091873,Nyarugenge,Nyamirambo,1,1,3.1,piped,medium,middle,0.0765,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0259,-1.952217,30.044229,Nyarugenge,Kigali,1,1,1.9,piped,medium,high,0.0976,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0260,-2.022142,30.125994,Nyarugenge,Nyamirambo,1,0,3.4,protected_well,low,high,0.2009,Low,"['Poor sanitation', 'Unsafe water source']"
HH0261,-1.936948,29.990505,Nyarugenge,Gitega,0,1,3.4,piped,low,low,0.5829,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0262,-2.000427,30.096363,Nyarugenge,Kigali,1,5,2.6,protected_well,medium,middle,0.2303,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0263,-1.869887,30.0953,Nyarugenge,Nyamirambo,1,4,2.1,protected_well,medium,middle,0.2414,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0264,-1.907537,30.012439,Nyarugenge,Gitega,1,3,3.4,piped,high,middle,0.0389,Low,"['High number of children under 5', 'Low household income']"
HH0265,-1.983737,30.088868,Nyarugenge,Nyamirambo,1,3,3.4,piped,low,high,0.1925,Low,"['Poor sanitation', 'High number of children under 5']"
HH0266,-2.013601,30.054049,Nyarugenge,Kimisagara,0,3,1.8,protected_well,high,low,0.2742,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0267,-1.953578,30.130476,Nyarugenge,Nyamirambo,1,4,3.1,piped,high,low,0.1193,Low,"['Low household income', 'High number of children under 5']"
HH0268,-2.00057,30.088005,Nyarugenge,Kimisagara,1,3,1.8,piped,low,middle,0.4639,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
